year,colony,exchange,region,country,country.description,product,product.description,type.record,unit,unit.metric,conversion.to.metric,value.local.currency,quantity,value.British.pounds,quantity.metric,unit.value.local.currency,unit.value.British.pounds,notes,sources
1888,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","314,885","43,525","314,885",44223442,0.007,0.007,Palm Kernels,SABC [1886-1900] 112-113
1889,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","239,987","32,715","239,987",33239975,0.007,0.007,Palm Kernels,SABC [1886-1900] 112-113
1890,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","319,276","38,829","319,276",39452085,0.008,0.008,Palm Kernels,SABC [1886-1900] 112-113
1891,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","341,349","43,342","341,349",44037505,0.008,0.008,Palm Kernels,SABC [1891-1905] 118-119
1892,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","260,109","32,180","260,109",32696390,0.008,0.008,Palm Kernels,SABC [1891-1905] 118-119
1893,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","436,056","51,456","436,056",52281710,0.008,0.008,Palm Kernels,SABC [1891-1905] 118-119
1894,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","440,066","53,534","440,066",54393055,0.008,0.008,Palm Kernels,SABC [1891-1905] 118-119
1895,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","320,434","46,501","320,434",47247197,0.007,0.007,Palm Kernels,SABC [1891-1905] 118-119
1896,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","343,206","47,649","343,206",48413619,0.007,0.007,Palm Kernels,SABC [1896-1910] 132-133
1897,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","306,834","41,299","306,834",41961721,0.007,0.007,Palm Kernels,SABC [1896-1910] 132-133
1898,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","362,539","42,775","362,539",43461407,0.008,0.008,Palm Kernels,SABC [1896-1910] 132-133
1899,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","412,817","49,501","412,817",50295338,0.008,0.008,Palm Kernels,SABC [1896-1910] 132-133
1900,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","403,614","48,514","403,614",49292500,0.008,0.008,Palm Kernels,SABC [1896-1910] 132-133
1901,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","510,918","57,176","510,918",58093498,0.009,0.009,Palm Kernels,SABC [1896-1910] 132-133
1902,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","821,404","75,416","821,404",76626194,0.011,0.011,Palm Kernels,SABC [1896-1910] 132-133
1903,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","567,612","63,569","567,612",64589086,0.009,0.009,Palm Kernels,SABC [1896-1910] 132-133
1904,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","680,441","69,288","680,441",70399858,0.01,0.01,Palm Kernels,SABC [1896-1910] 132-133
1905,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","608,050","56,127","608,050",57027665,0.011,0.011,Palm Kernels,SABC [1896-1910] 132-133
1906,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","1,193,939","113,347","1,193,939",115165869,0.01,0.01,Palm Kernels,SABC [1896-1910] 132-133
1907,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","1,658,292","133,630","1,658,292",135774348,0.012,0.012,Palm Kernels,SABC [1896-1910] 132-133
1908,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","1,424,595","136,558","1,424,595",138749334,0.01,0.01,Palm Kernels,SABC [1896-1910] 132-133
1909,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","1,815,967","158,840","1,815,967",161388891,0.011,0.011,Palm Kernels,SABC [1896-1910] 132-133
1910,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","1,450,814","172,998","1,450,814",175774083,0.008,0.008,Palm Kernels,SABC [1896-1910] 132-133
1911,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","1,574,405","176,389","1,574,405",179219498,0.009,0.009,Palm Kernels,SABC [1909-1923] 173-174
1912,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","1,797,411","184,625","1,797,411",187587661,0.01,0.01,Palm Kernels,SABC [1909-1923] 173-174
1913,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","1,109,818","174,718","1,109,818",177521684,0.006,0.006,Palm Kernels,SABC [1909-1923] 173-174
1914,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","2,541,150","162,452","2,541,150",165058852,0.015,0.015,Palm Kernels,SABC [1909-1923] 173-174
1915,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","1,692,713","153,320","1,692,713",155780312,0.011,0.011,Palm Kernels,SABC [1909-1923] 173-174
1916,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","1,739,706","161,439","1,739,706",164029597,0.011,0.011,Palm Kernels,SABC [1909-1923] 173-174
1917,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","2,581,702","185,998","2,581,702",188982693,0.014,0.014,Palm Kernels,SABC [1909-1923] 173-174
1918,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","3,226,306","205,167","3,226,306",208459296,0.015,0.015,Palm Kernels,SABC [1909-1923] 173-174
1919,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","4,947,995","216,913","4,947,995",220393783,0.022,0.022,Palm Kernels,SABC [1909-1923] 173-174
1920,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","5,717,981","207,010","5,717,981",210331871,0.027,0.027,Palm Kernels,SABC [1909-1923] 173-174
1921,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","2,831,688","153,354","2,831,688",155814858,0.018,0.018,Palm Kernels,SABC [1909-1923] 173-174
1922,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","2,809,655","178,723","2,809,655",181590952,0.015,0.015,Palm Kernels,SABC [1909-1923] 173-174
1923,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","3,740,852","223,172","3,740,852",226753221,0.016,0.016,Palm Kernels,SABC [1909-1923] 173-174
1924,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","4,461,000","253,000","4,461,000",257059868,0.017,0.017,Palm Kernels,SABC [1924-1933] 206
1925,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","4,937,000","273,000","4,937,000",277380806,0.018,0.018,Palm Kernels,SABC [1924-1933] 206
1926,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","4,440,000","249,000","4,440,000",252995680,0.018,0.018,Palm Kernels,SABC [1924-1933] 206
1927,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","4,439,000","257,000","4,439,000",261124056,0.017,0.017,Palm Kernels,SABC [1924-1933] 206
1928,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","4,423,000","247,000","4,423,000",250963586,0.018,0.018,Palm Kernels,SABC [1924-1933] 206
1929,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","4,265,000","251,000","4,265,000",255027774,0.017,0.017,Palm Kernels,SABC [1924-1933] 206
1930,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","3,679,000","260,000","3,679,000",264172196,0.014,0.014,Palm Kernels,SABC [1924-1933] 206
1931,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","2,132,000","254,000","2,132,000",258075915,0.008,0.008,Palm Kernels,SABC [1924-1933] 206
1932,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","2,696,000","309,000","2,696,000",313958495,0.009,0.009,Palm Kernels,SABC [1924-1933] 206
1933,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","1,899,000","260,000","1,899,000",264172196,0.007,0.007,Palm Kernels,SABC [1924-1933] 206
1934,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","1,591,000","289,000","1,591,000",293637557,0.005,0.005,Palm Kernels,SABC [1933-1947] 122
1935,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","2,245,000","313,000","2,245,000",318022682,0.007,0.007,Palm Kernels,SABC [1933-1947] 122
1936,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","3,637,000","386,000","3,637,000",392194107,0.009,0.009,Palm Kernels,SABC [1933-1947] 122
1937,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","3,648,000","338,000","3,648,000",343423855,0.011,0.011,Palm Kernels,SABC [1933-1947] 122
1938,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","2,168,000","312,000","2,168,000",317006636,0.007,0.007,Palm Kernels,SABC [1933-1947] 122
1939,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","1,873,000","300,000","1,873,000",304814073,0.006,0.006,Palm Kernels,SABC [1933-1947] 122
1940,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","1,500,000","236,000","1,500,000",239787070,0.006,0.006,Palm Kernels,SABC [1936-1945] 124
1941,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","2,283,000","378,000","2,283,000",384065732,0.006,0.006,Palm Kernels,SABC [1936-1945] 124
1942,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","2,458,000","345,000","2,458,000",350536184,0.007,0.007,Palm Kernels,SABC [1936-1945] 124
1943,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","3,117,000","331,000","3,117,000",336311527,0.009,0.009,Palm Kernels,SABC [1936-1945] 124
1944,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","3,637,000","314,000","3,637,000",319038729,0.011,0.011,Palm Kernels,SABC [1936-1945] 124
1945,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","3,496,000","293,000","3,496,000",297701744,0.012,0.012,Palm Kernels,SABC [1933-1947] 122
1946,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","4,160,000","277,000","4,160,000",281444994,0.015,0.015,Palm Kernels,SABC [1933-1947] 122
1947,GB,1,WA,NGA,Nigeria,_1207,Palm kernels,_EX,TONL,KG,"1,016.05","6,204,000","316,000","6,204,000",321070823,0.019,0.019,Palm Kernels,SABC [1933-1947] 122
1863,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"91,062","1,102,435","91,062",4618007,0.02,0.02,Palm oil,BB [1863] 302-303
1865,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"84,656","1,139,858","84,656",4774768,0.018,0.018,Palm oil,SABC [1864-1878] 64-65
1866,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"143,298","1,919,066","143,298",8038805,0.018,0.018,Palm oil,SABC [1864-1878] 64-65
1867,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"205,577","1,644,634","205,577",6889232,0.03,0.03,Palm Oil,BB [1867] 240-241
1868,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"182,750","1,460,446","182,750",6117684,0.03,0.03,Palm oil,SABC [1864-1878] 64-65
1869,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"218,513","1,770,991","218,513",7418531,0.029,0.029,Palm oil,SABC [1864-1878] 64-65
1870,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"203,735","1,752,448","203,735",7340856,0.028,0.028,Palm oil,SABC [1870-1884] 72-73
1871,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"211,933","1,788,425","211,933",7491560,0.028,0.028,Palm oil,SABC [1870-1884] 72-73
1872,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"135,885","1,821,076","135,885",7628333,0.018,0.018,Palm oil,SABC [1870-1884] 72-73
1873,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"98,235","962,340","98,235",4031161,0.024,0.024,Palm oil,SABC [1870-1884] 72-73
1874,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"117,651","1,383,005","117,651",5793290,0.02,0.02,Palm oil,SABC [1870-1884] 72-73
1875,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"148,919","1,802,946","148,919",7552388,0.02,0.02,Palm oil,SABC [1870-1884] 72-73
1876,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"192,668","2,042,468","192,668",8555725,0.023,0.023,Palm oil,SABC [1876-1890] 78-79
1877,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"239,133","3,304,967","239,133",13844226,0.017,0.017,Palm oil,SABC [1876-1890] 78-79
1878,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"139,094","1,570,638","139,094",6579269,0.021,0.021,Palm oil,SABC [1876-1890] 78-79
1879,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"208,795","2,469,418","208,795",10344182,0.02,0.02,Palm oil,SABC [1876-1890] 78-79
1880,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"133,225","1,526,423","133,225",6394056,0.021,0.021,Palm oil,SABC [1876-1890] 78-79
1881,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"147,423","1,807,296","147,423",7570609,0.019,0.019,Palm oil,SABC [1876-1890] 78-79
1882,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"219,521","2,637,326","219,521",11047535,0.02,0.02,Palm oil,SABC [1876-1890] 78-79
1883,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"186,637","1,971,359","186,637",8257855,0.023,0.023,Palm oil,SABC [1876-1890] 78-79
1884,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"225,558","2,382,656","225,558",9980744,0.023,0.023,Palm oil,SABC [1876-1890] 78-79
1885,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"218,410","2,657,775","218,410",11133194,0.02,0.02,Palm oil,SABC [1876-1890] 78-79
1886,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"213,194","3,097,538","213,194",12975324,0.016,0.016,Palm oil,SABC [1886-1900] 112-113
1887,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"151,167","2,506,146","151,167",10498033,0.014,0.014,Palm oil,SABC [1886-1900] 112-113
1888,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"123,368","2,446,706","123,368",10249044,0.012,0.012,Palm oil,SABC [1886-1900] 112-113
1889,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"133,723","2,349,011","133,723",9839808,0.014,0.014,Palm oil,SABC [1886-1900] 112-113
1890,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"190,657","3,200,824","190,657",13407980,0.014,0.014,Palm oil,SABC [1886-1900] 112-113
1891,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"252,958","4,204,835","252,958",17613697,0.014,0.014,Palm oil,SABC [1891-1905] 118-119
1892,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"137,743","2,458,260","137,743",10297442,0.013,0.013,Palm oil,SABC [1891-1905] 118-119
1893,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"252,051","4,073,055","252,051",17061682,0.015,0.015,Palm oil,SABC [1891-1905] 118-119
1894,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"187,928","3,393,533","187,928",14215222,0.013,0.013,Palm oil,SABC [1891-1905] 118-119
1895,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"205,553","3,826,392","205,553",16028431,0.013,0.013,Palm oil,SABC [1891-1905] 118-119
1896,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"159,151","3,154,333","159,151",13213233,0.012,0.012,Palm oil,SABC [1896-1910] 132-133
1897,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"97,591","1,858,968","97,591",7787059,0.013,0.013,Palm oil,SABC [1896-1910] 132-133
1898,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"97,338","1,889,939","97,338",7916794,0.012,0.012,Palm oil,SABC [1896-1910] 132-133
1899,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"168,458","3,292,881","168,458",13793599,0.012,0.012,Palm oil,SABC [1896-1910] 132-133
1900,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"190,165","2,977,926","190,165",12474279,0.015,0.015,Palm oil,SABC [1896-1910] 132-133
1901,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"207,468","3,304,055","207,468",13840406,0.015,0.015,Palm oil,SABC [1896-1910] 132-133
1902,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"332,487","5,240,137","332,487",21950489,0.015,0.015,Palm oil,SABC [1896-1910] 132-133
1903,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"218,247","3,174,060","218,247",13295868,0.016,0.016,Palm oil,SABC [1896-1910] 132-133
1904,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"219,114","3,196,442","219,114",13389624,0.016,0.016,Palm oil,SABC [1896-1910] 132-133
1905,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"179,006","2,765,909","179,006",11586158,0.015,0.015,Palm oil,SABC [1896-1910] 132-133
1906,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"1,001,648","16,032,571","1,001,648",67159078,0.015,0.015,Palm oil,SABC [1896-1910] 132-133
1907,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"1,313,960","18,332,531","1,313,960",76793416,0.017,0.017,Palm oil,SABC [1896-1910] 132-133
1908,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"1,154,933","18,328,896","1,154,933",76778189,0.015,0.015,Palm oil,SABC [1896-1910] 132-133
1909,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,GLNS,KG,4.19,"1,447,163","22,996,487","1,447,163",96330331,0.015,0.015,Palm oil,SABC [1896-1910] 132-133
1910,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","1,742,234","76,851","1,742,234",78084221,0.022,0.022,Oil: (palm and palm kernels seperate),SABC [1909-1923] 173-174
1911,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","1,696,876","79,337","1,696,876",80610114,0.021,0.021,Oil: (palm and palm kernels seperate),SABC [1909-1923] 173-174
1912,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","1,654,933","76,994","1,654,933",78229516,0.021,0.021,Oil: (palm and palm kernels seperate),SABC [1909-1923] 173-174
1913,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","1,854,384","83,089","1,854,384",84422322,0.022,0.022,Oil: (palm and palm kernels seperate),SABC [1909-1923] 173-174
1914,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","1,571,691","72,531","1,571,691",73694898,0.021,0.021,Oil: (palm and palm kernels seperate),SABC [1909-1923] 173-174
1915,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","1,462,162","72,994","1,462,162",74165328,0.02,0.02,Oil: (palm and palm kernels seperate),SABC [1909-1923] 173-174
1916,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","1,402,799","67,422","1,402,799",68503915,0.02,0.02,Oil: (palm and palm kernels seperate),SABC [1909-1923] 173-174
1917,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","1,882,997","74,619","1,882,997",75816404,0.025,0.025,Oil: (palm and palm kernels seperate),SABC [1909-1923] 173-174
1918,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","2,610,448","86,425","2,610,448",87811854,0.03,0.03,Oil: (palm and palm kernels seperate),SABC [1909-1923] 173-174
1919,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","2,245,893","100,967","2,245,893",102587208,0.022,0.022,Oil: (palm and palm kernels seperate),SABC [1909-1923] 173-174
1920,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","4,677,445","84,856","4,677,445",86217676,0.054,0.054,Oil: (palm and palm kernels seperate),SABC [1909-1923] 173-174
1921,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","1,655,914","52,771","1,655,914",53617811,0.031,0.031,Oil: (palm and palm kernels seperate),SABC [1909-1923] 173-174
1922,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","2,676,241","87,609","2,676,241",89014854,0.03,0.03,Oil: (palm and palm kernels seperate),SABC [1909-1923] 173-174
1923,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","2,982,488","99,439","2,982,488",101034689,0.03,0.03,Oil: (palm and palm kernels seperate),SABC [1909-1923] 173-174
1924,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","3,944,000","127,000","3,944,000",129037957,0.031,0.031,Palm Oil,SABC [1924-1933] 206
1925,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","4,166,000","128,000","4,166,000",130054004,0.032,0.032,Palm Oil,SABC [1924-1933] 206
1926,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","3,616,000","113,000","3,616,000",114813301,0.031,0.031,Palm Oil,SABC [1924-1933] 206
1927,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","3,375,000","113,000","3,375,000",114813301,0.029,0.029,Palm Oil,SABC [1924-1933] 206
1928,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","3,751,000","127,000","3,751,000",129037957,0.029,0.029,Palm Oil,SABC [1924-1933] 206
1929,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","3,767,000","132,000","3,767,000",134118192,0.028,0.028,Palm Oil,SABC [1924-1933] 206
1930,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","3,250,000","136,000","3,250,000",138182380,0.024,0.024,Palm Oil,SABC [1924-1933] 206
1931,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","1,542,000","118,000","1,542,000",119893535,0.013,0.013,Palm Oil,SABC [1924-1933] 206
1932,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","1,514,000","116,000","1,514,000",117861441,0.013,0.013,Palm Oil,SABC [1924-1933] 206
1933,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","1,384,000","129,000","1,384,000",131070051,0.011,0.011,Palm Oil,SABC [1924-1933] 206
1934,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","885,000","113,000","885,000",114813301,0.008,0.008,Palm Oil,SABC [1933-1947] 122
1935,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","1,656,000","143,000","1,656,000",145294708,0.011,0.011,Palm Oil,SABC [1933-1947] 122
1936,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","2,079,000","163,000","2,079,000",165615646,0.013,0.013,Palm Oil,SABC [1933-1947] 122
1937,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","2,369,000","146,000","2,369,000",148342849,0.016,0.016,Palm Oil,SABC [1933-1947] 122
1938,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","981,000","110,000","981,000",111765160,0.009,0.009,Palm Oil,SABC [1933-1947] 122
1939,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","930,000","126,000","930,000",128021911,0.007,0.007,Palm Oil,SABC [1933-1947] 122
1940,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","1,099,000","133,000","1,099,000",135134239,0.008,0.008,Palm Oil,SABC [1936-1945] 124
1941,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","1,047,000","128,000","1,047,000",130054004,0.008,0.008,Palm Oil,SABC [1936-1945] 124
1942,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","1,427,000","151,000","1,427,000",153423083,0.009,0.009,Palm Oil,SABC [1936-1945] 124
1943,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","1,587,000","135,000","1,587,000",137166333,0.012,0.012,Palm Oil,SABC [1936-1945] 124
1944,GB,1,WA,NGA,Nigeria,_1511,Palm oil,_EX,TONL,KG,"1,016.05","2,030,000","125,000","2,030,000",127005864,0.016,0.016,Palm Oil,SABC [1936-1945] 124
