year,colony,exchange,region,country,country.description,product,product.description,type.record,unit,unit.metric,conversion.to.metric,value.local.currency,quantity,value.British.pounds,quantity.metric,unit.value.local.currency,unit.value.British.pounds,notes,sources
1916,FR,28,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,419000,1878,14942.93866,187800,2.231,0.08,Coton en laine et déchet de coton,TGCF [1916] 58
1917,FR,27.5,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,414000,944,15070.98653,94400,4.386,0.16,Coton en laine et déchet de coton,TGCF [1917] 58
1918,FR,26.7,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,11000,16,411.6766467,1600,6.875,0.257,Coton en laine et déchet de coton,TGCF [1918] 58
1919,FR,31.8,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,1874000,3536,59023.62205,353600,5.3,0.167,Coton en laine et déchet de coton,TGCF [1919] 66
1920,FR,52.5,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,1826000,1534,34800.83857,153400,11.904,0.227,Coton en laine et déchet de coton,TGCF [1920] 74
1921,FR,51.9,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,83000,170,1599.537483,17000,4.882,0.094,Coton en laine et déchet de coton,TGCF [1921] 74
1922,FR,54.6,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,165000,275,3021.978022,27500,6,0.11,Coton en laine et déchet de coton,TGCF [1922] 74
1923,FR,75.6,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,1780000,1945,23532.52247,194500,9.152,0.121,Coton en laine et déchet de coton,TGCF [1923] 80
1924,FR,85.2,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,1251000,1455,14676.20835,145500,8.598,0.101,Coton en laine et déchet de coton,TGCF [1924] 80
1925,FR,102.5,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,1654000,1869,16130.29062,186900,8.85,0.086,Coton en laine et déchet de coton,TGCF [1925] 78
1926,FR,152.4,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,1273000,1223,8355.759764,122300,10.409,0.068,Coton en laine et déchet de coton,TGCF [1926] 31
1927,FR,123.9,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,728000,747,5878.078321,74700,9.746,0.079,Coton en laine et déchet de coton,TGCF [1927] 30
1928,FR,124.1,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,1400000,1403,11281.22482,140300,9.979,0.08,Coton en laine et déchet de coton,TGCF [1928] 32
1929,FR,124,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,10081000,10797,81285.27657,1079700,9.337,0.075,Coton en laine et déchet de coton,TGCF [1929] 32
1930,FR,123.9,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,5454000,5869,44026.47724,586900,9.293,0.075,Coton en laine et déchet de coton,TGCF [1930] 32
1932,FR,94,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,5275000,12896,56105.08402,1289600,4.09,0.044,Coton en laine et déchets de coton,TGCF [1932] 49
1933,FR,89.2,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,6075000,14275,68113.01715,1427500,4.256,0.048,Coton en laine et déchets de coton,TGCF [1933] 116
1934,FR,84.6,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,21286000,9439,251637.3094,943900,22.551,0.267,Coton en laine et déchets de coton,TGCF [1934] 116
1935,FR,76.9,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,9226000,20183,119911.6194,2018300,4.571,0.059,Coton en laine et déchets de coton,TGCF [1935] 114
1936,FR,83,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,13700000,26963,165119.9229,2696300,5.081,0.061,Coton en laine et déchets de coton,TGCF [1936] 114
1937,FR,124.6,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,17258000,22893,138496.1079,2289300,7.539,0.06,Coton en laine et déchets de coton,TGCF [1937] 116
1938,FR,170.7,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,27898000,35122,163480.8087,3512200,7.943,0.047,Coton en laine et déchets de coton,TGCF [1938] 116
1939,FR,176.7,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,27678000,33728,156682.7059,3372800,8.206,0.046,Coton en laine et déchets de coton,TGCF [1939] 114
1941,FR,NA,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,28224000,18630,,1863000,15.15,NA,Coton en laine et déchets de coton,TGCF [1941] 75
1942,FR,NA,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,89294000,47117,,4711700,18.952,NA,Coton en laine et déchets de coton,TGCF [1942] 75
1945,FR,203.9,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,62843000,32521,308220.1187,3252100,19.324,0.095,Coton en laine et déchets de coton,TGCF [1945] 74
1946,FR,480,WA,COA,Cote Occidentale d'Afrique,_5201,Cotton: not carded or combed (ginned),_EX,QMTR,KG,100,150420000,58438,313375,5843800,25.74,0.054,Coton égrené en masse écru,TGCF [1946] 80
1891,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,KG,KG,1,"1,459,668","69,508","57,309",69508,21,0.824,Dents d'éléphant,TGCF [1891] 45
1892,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,KG,KG,1,"676,669","34,701","26,725",34701,19.5,0.77,Dents d'éléphant,TGCF [1892] 45
1893,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,KG,KG,1,"67,795","3,874","2,669",3874,17.5,0.689,"Dents d'elephant, defenses entieres ou en morceaux",TGCF [1893] 83
1894,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,KG,KG,1,"619,165","36,345","24,454",36345,17.036,0.673,"Dents d'elephant, defenses entieres ou en morceaux",TGCF [1894] 83
1895,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,KG,KG,1,"243,212","12,746","9,598",12746,19.081,0.753,"Dents d'elephant, defenses entieres ou en morceaux",TGCF [1895] 85
1896,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,KG,KG,1,"183,660","9,183","7,251",9183,20,0.79,Dents d'elephant,TGCF [1896] 87
1897,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,KG,KG,1,"238,940","11,947","9,441",11947,20,0.79,Defenses d'elephant,TGCF [1897] 87
1898,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,KG,KG,1,"230,748","10,988","9,074",10988,21,0.826,Defenses d'elephant,TGCF [1898] 87
1899,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,KG,KG,1,"309,777","13,182","12,186",13182,23.5,0.924,Defenses d'elephant; Commerce special,TGCF [1899] 87
1900,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"557,000",260,"21,946",26000,21.423,0.844,Defenses d'elephant; Commerce special,TGCF [1900] 87
1901,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"890,000",296,"35,108",29600,30.068,1.186,Dents d'elephant,TGCF [1901] 87
1902,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"735,000",288,"29,017",28800,25.521,1.008,Dents d'elephant,TGCF [1902] 87
1903,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"868,000",389,"34,227",38900,22.314,0.88,Dents d'elephant,TGCF [1903] 91
1904,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"1,412,000",595,"55,744",59500,23.731,0.937,Dents d'elephant,TGCF [1904] 91
1905,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"114,000",45,"4,504",4500,25.333,1.001,Dents d'elephant,TGCF [1905] 93
1906,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"68,000",22,"2,680",2200,30.909,1.218,Dents d'elephant,TGCF [1906] 97
1907,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"117,000",36,"4,601",3600,32.5,1.278,Dents d'elephant,TGCF [1907] 100
1908,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"991,000",326,"39,139",32600,30.399,1.201,Dents d'elephant,TGCF [1908] 100
1909,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"388,000",132,"15,300",13200,29.394,1.159,Dents d'elephant,TGCF [1909] 104
1910,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"258,000",91,"10,138",9100,28.352,1.114,Defenses d'elephant,TGCF [1910] 104
1911,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"805,000",278,"31,581",27800,28.957,1.136,Dents d'elephant,TGCF [1911] 104
1912,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"438,000",146,"17,176",14600,30,1.176,Dents d'elephant,TGCF [1912] 104
1913,FR,25.6,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"332,000",104,"12,989",10400,31.923,1.249,Dents d'elephants,TGCF [1913] 104
1914,FR,25.2,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"168,000",50,"6,677",5000,33.6,1.335,Dents d'elephants,TGCF [1914] 100
1916,FR,28,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"150,000",47,"5,350",4700,31.915,1.138,Dents d'elephants,TGCF [1916] 100
1919,FR,31.8,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"240,000",32,"7,559",3200,75,2.362,Dents d'éléphant,TGCF [1919] 106
1920,FR,52.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"433,000",41,"8,252",4100,105.61,2.013,Dents d'éléphant,TGCF [1920] 128
1922,FR,54.6,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"171,000",19,"3,132",1900,90,1.648,Dents d'éléphant,TGCF [1922] 129
1923,FR,75.6,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"330,000",32,"4,363",3200,103.125,1.363,Dents d'éléphant,TGCF [1923] 139
1924,FR,85.2,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"2,777,000",281,"32,579",28100,98.826,1.159,Dents d'éléphant,TGCF [1924] 137
1925,FR,102.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0507,Ivory,_EX,QMTR,KG,100,"519,000",40,"5,061",4000,129.75,1.265,Dents d'éléphant,TGCF [1925] 135
1890,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,KG,KG,1,"236,173","102,684","9,276",102684,2.3,0.09,Cafe,TGCF [1890] 83
1891,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,KG,KG,1,"2,757,606","1,297,697","108,269",1297697,2.125,0.083,Cafe,TGCF [1891] 45
1892,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,KG,KG,1,"967,099","479,950","38,195",479950,2.015,0.08,Cafe,TGCF [1892] 45
1894,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,KG,KG,1,"46,176","22,941","1,824",22941,2.013,0.079,Cafe,TGCF [1894] 83
1895,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,KG,KG,1,"59,770","28,288","2,359",28288,2.113,0.083,Cafe,TGCF [1895] 85
1896,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,KG,KG,1,"89,360","38,352","3,528",38352,2.33,0.092,Cafe en feves,TGCF [1896] 87
1897,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,KG,KG,1,"66,100","48,603","2,612",48603,1.36,0.054,Cafe en feves,TGCF [1897] 87
1898,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,KG,KG,1,"35,725","41,278","1,405",41278,0.865,0.034,Cafe,TGCF [1898] 87
1899,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,KG,KG,1,"41,284","37,531","1,624",37531,1.1,0.043,Cafe en feves; Commerce special,TGCF [1899] 87
1900,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"66,000",368,"2,600",36800,1.793,0.071,Cafe,TGCF [1900] 87
1901,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"82,000",700,"3,235",70000,1.171,0.046,Cafe,TGCF [1901] 87
1902,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"114,000","1,104","4,501",110400,1.033,0.041,Cafe en feves et en pellicules,TGCF [1902] 87
1903,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"86,000",851,"3,391",85100,1.011,0.04,Cafe en feves et en pellicules,TGCF [1903] 91
1904,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"96,000",940,"3,790",94000,1.021,0.04,Cafe en feves,TGCF [1904] 91
1905,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"68,000",650,"2,687",65000,1.046,0.041,Cafe en feves,TGCF [1905] 93
1906,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"55,000",531,"2,168",53100,1.036,0.041,Cafe en feves et en pellicules,TGCF [1906] 97
1907,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"44,000",433,"1,730",43300,1.016,0.04,Cafe en feves et en pellicules,TGCF [1907] 100
1908,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"44,000",438,"1,738",43800,1.005,0.04,Cafe en feves et pellicules,TGCF [1908] 100
1909,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"27,000",258,"1,065",25800,1.047,0.041,Cafe en feves et pellicules,TGCF [1909] 104
1910,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"56,000",496,"2,200",49600,1.129,0.044,Cafe,TGCF [1910] 104
1911,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"30,000",232,"1,177",23200,1.293,0.051,Cafe,TGCF [1911] 104
1912,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"57,000",290,"2,235",29000,1.966,0.077,Cafe,TGCF [1912] 104
1917,FR,27.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"116,000",434,"4,223",43400,2.673,0.097,Cafe,TGCF [1917] 106
1918,FR,26.7,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"108,000",289,"4,042",28900,3.737,0.14,Cafe,TGCF [1918] 106
1919,FR,31.8,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"429,000",954,"13,512",95400,4.497,0.142,Cafe,TGCF [1919] 106
1920,FR,52.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"210,000",429,"4,002",42900,4.895,0.093,Cafe,TGCF [1920] 128
1921,FR,51.9,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"167,000",407,"3,218",40700,4.103,0.079,Cafe,TGCF [1921] 129
1922,FR,54.6,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"126,000",351,"2,308",35100,3.59,0.066,Cafe,TGCF [1922] 129
1923,FR,75.6,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"4,676,000","10,099","61,819",1009900,4.63,0.061,Cafe,TGCF [1923] 139
1924,FR,85.2,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"843,000","1,069","9,890",106900,7.886,0.093,Cafe,TGCF [1924] 137
1925,FR,102.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_0901,Coffee,_EX,QMTR,KG,100,"629,000",611,"6,134",61100,10.295,0.1,Cafe,TGCF [1925] 135
1890,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,KG,KG,1,"207,000","517,500","8,130",517500,0.4,0.016,Arachides et noix touloucouna,TGCF [1890] 83
1892,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,KG,KG,1,"2,907,681","10,804,938","114,837",10804938,0.269,0.011,Graines et fruits oléagineux,TGCF [1892] 45
1894,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,KG,KG,1,"130,010","630,200","5,135",630200,0.206,0.008,Arachides en cosses,TGCF [1894] 83
1896,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,KG,KG,1,"2,883,064","12,012,146","113,820",12012146,0.24,0.009,Graines et fruits oleagineux,TGCF [1896] 87
1897,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,KG,KG,1,"1,555,852","6,690,202","61,472",6690202,0.233,0.009,Graines et fruits oleagineux,TGCF [1897] 87
1898,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,KG,KG,1,"1,713,012","6,854,912","67,362",6854912,0.25,0.01,Graines et fruits oleagineux,TGCF [1898] 87
1899,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,KG,KG,1,"1,345,229","5,222,493","52,920",5222493,0.258,0.01,Graines et fruits oleagineux; Commerce special,TGCF [1899] 87
1900,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"1,324,000","51,709","52,167",5170900,0.256,0.01,Graines et fruits oleagineux,TGCF [1900] 87
1901,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"1,577,000","57,316","62,209",5731600,0.275,0.011,Graines et fruits oleagineux,TGCF [1901] 87
1902,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"1,468,000","55,842","57,955",5584200,0.263,0.01,Graines et fruits oleagineux,TGCF [1902] 87
1903,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"1,551,000","57,763","61,159",5776300,0.269,0.011,Graines et fruits oleagineux,TGCF [1903] 91
1904,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"2,019,000","79,038","79,708",7903800,0.255,0.01,Graines et fruits oleagineux,TGCF [1904] 91
1905,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"1,319,000","47,158","52,114",4715800,0.28,0.011,Graines et fruits oleagineux,TGCF [1905] 93
1906,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"1,048,000","34,736","41,309",3473600,0.302,0.012,Graines et fruits oleagineux,TGCF [1906] 97
1907,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"1,840,000","61,613","72,355",6161300,0.299,0.012,Graines et fruits oleagineux,TGCF [1907] 100
1908,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"1,414,000","46,021","55,845",4602100,0.307,0.012,Graines et fruits oleagineux,TGCF [1908] 100
1909,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"2,100,000","63,917","82,808",6391700,0.329,0.013,Graines et fruits oleagineux,TGCF [1909] 104
1910,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"2,544,000","76,558","99,961",7655800,0.332,0.013,Graines et fruits oleagineux,TGCF [1910] 104
1911,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"1,609,000","43,522","63,123",4352200,0.37,0.015,Graines et fruits oleagineux,TGCF [1911] 104
1912,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"2,456,000","70,473","96,314",7047300,0.349,0.014,Graines et fruits oleagineux,TGCF [1912] 104
1913,FR,25.6,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"2,148,000","59,308","84,038",5930800,0.362,0.014,Graines et fruits oléagineux,TGCF [1913] 104
1914,FR,25.2,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"3,881,000","116,881","154,253",11688100,0.332,0.013,Graines et fruits oléagineux,TGCF [1914] 100
1915,FR,26.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"7,601,000","167,238","286,722",16723800,0.455,0.017,Graines et fruits oleagineux,TGCF [1915] 100
1916,FR,28,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"9,734,000","139,335","347,147",13933500,0.699,0.025,Graines et oléagineux,TGCF [1916] 100
1917,FR,27.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"25,628,000","177,333","932,945",17733300,1.445,0.053,Graines et fruits oléagineux,TGCF [1917] 106
1918,FR,26.7,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"30,152,000","189,899","1,128,443",18989900,1.588,0.059,Graines et fruits oléagineux,TGCF [1918] 106
1919,FR,31.8,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"53,097,000","321,865","1,672,346",32186500,1.65,0.052,Graines et fruits oléagineux,TGCF [1919] 106
1920,FR,52.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"88,866,000","495,120","1,693,654",49512000,1.795,0.034,Graines et fruits oleagineux,TGCF [1920] 128
1921,FR,51.9,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"31,515,000","301,609","607,342",30160900,1.045,0.02,Graines et fruits oléagineux,TGCF [1921] 129
1922,FR,54.6,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"19,699,000","204,329","360,788",20432900,0.964,0.018,Graines et fruits oléagineux,TGCF [1922] 129
1923,FR,75.6,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"39,102,000","279,865","516,949",27986500,1.397,0.018,Graines et fruits oléagineux,TGCF [1923] 139
1924,FR,85.2,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"47,327,000","272,968","555,221",27296800,1.734,0.02,Graines et fruits oléagineux,TGCF [1924] 137
1925,FR,102.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_12002,Oleaginous fruits,_EX,QMTR,KG,100,"48,745,000","233,443","475,375",23344300,2.088,0.02,Graines et fruits oleagineux,TGCF [1925] 135
1890,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,KG,KG,1,"1,841,932","5,967,274","72,346",5967274,0.309,0.012,SUM OF Arachides et noix touloucouna AND Amandes de palmiste,TGCF [1890] 83
1891,FR,25.5,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,KG,KG,1,"1,691,522","5,286,007","66,412",5286007,0.32,0.013,Amandes de palmiste,TGCF [1891] 45
1892,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,KG,KG,1,"2,907,681","10,804,938","114,837",10804938,0.269,0.011,Graines et fruits oléagineux,TGCF [1892] 45
1893,FR,25.4,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,KG,KG,1,"1,009,537","4,038,346","39,746",4038346,0.25,0.01,Amandes de palmiste,TGCF [1893] 83
1894,FR,25.3,WA,EFG,Etablissements Francaises du Golfe de Guinee,_1202,Groundnuts,_EX,KG,KG,1,"1,096,602","4,658,149","43,310",4658149,0.235,0.009,SUM OF Arachides et noix touloucouna AND Amandes de palmiste,TGCF [1894] 83
